GEOID,NAME,B03002_001E,B03002_012E,B03002_004E,pct_hisp,pct_aa
08031000301,"Census Tract 3.01, Denver County, Colorado",5900,1577,5,0.26728813559322034,8.47457627118644e-4
08031000302,"Census Tract 3.02, Denver County, Colorado",4589,630,76,0.13728481150577468,0.01656134234037917
08031000303,"Census Tract 3.03, Denver County, Colorado",4441,475,28,0.10695789236658411,0.006304886286872326
08031000401,"Census Tract 4.01, Denver County, Colorado",3508,1502,73,0.4281641961231471,0.02080957810718358
08031000402,"Census Tract 4.02, Denver County, Colorado",5193,874,24,0.16830348546119778,0.00462160600808781
08031000501,"Census Tract 5.01, Denver County, Colorado",2158,288,111,0.1334569045412419,0.05143651529193698
08031000502,"Census Tract 5.02, Denver County, Colorado",5844,1618,221,0.27686516084873375,0.03781656399726215
08031000600,"Census Tract 6, Denver County, Colorado",3165,955,57,0.30173775671406006,0.01800947867298578
08031000701,"Census Tract 7.01, Denver County, Colorado",4582,2391,218,0.5218245307725884,0.04757747708424269
08031000702,"Census Tract 7.02, Denver County, Colorado",5568,2930,363,0.5262212643678161,0.06519396551724138
08031000800,"Census Tract 8, Denver County, Colorado",1462,684,485,0.46785225718194257,0.3317373461012312
08031000902,"Census Tract 9.02, Denver County, Colorado",6276,4743,182,0.755736137667304,0.0289993626513703
08031000903,"Census Tract 9.03, Denver County, Colorado",6654,4734,37,0.7114517583408476,0.005560565073639916
08031000904,"Census Tract 9.04, Denver County, Colorado",5276,3665,219,0.6946550416982562,0.041508718726307806
08031000905,"Census Tract 9.05, Denver County, Colorado",4243,2902,0,0.683950035352345,0
08031001000,"Census Tract 10, Denver County, Colorado",4560,3597,172,0.7888157894736842,0.037719298245614034
08031001101,"Census Tract 11.01, Denver County, Colorado",2652,1408,95,0.530920060331825,0.03582202111613876
08031001102,"Census Tract 11.02, Denver County, Colorado",4407,1273,39,0.28885863399137734,0.008849557522123894
08031001301,"Census Tract 13.01, Denver County, Colorado",5428,3733,120,0.6877302873986736,0.02210759027266028
08031001302,"Census Tract 13.02, Denver County, Colorado",4076,2656,8,0.6516192345436702,0.001962708537782139
08031001401,"Census Tract 14.01, Denver County, Colorado",6548,4454,87,0.6802076970067196,0.013286499694563225
08031001402,"Census Tract 14.02, Denver County, Colorado",4945,2571,608,0.5199191102123357,0.12295247724974721
08031001403,"Census Tract 14.03, Denver County, Colorado",3269,825,228,0.252370755582747,0.06974609972468644
08031001500,"Census Tract 15, Denver County, Colorado",4550,2710,203,0.5956043956043956,0.04461538461538461
08031001600,"Census Tract 16, Denver County, Colorado",11461,1918,1295,0.16735014396649506,0.11299188552482331
08031001701,"Census Tract 17.01, Denver County, Colorado",6523,577,65,0.08845623179518626,0.00996474015023762
08031001702,"Census Tract 17.02, Denver County, Colorado",4253,552,187,0.12979073595109333,0.04396896308488126
08031001800,"Census Tract 18, Denver County, Colorado",3457,1431,214,0.4139427249059878,0.06190338443737344
08031001901,"Census Tract 19.01, Denver County, Colorado",3080,1600,511,0.5194805194805194,0.16590909090909092
08031001902,"Census Tract 19.02, Denver County, Colorado",818,193,10,0.23594132029339854,0.012224938875305624
08031002000,"Census Tract 20, Denver County, Colorado",2202,179,190,0.08128973660308811,0.08628519527702089
08031002100,"Census Tract 21, Denver County, Colorado",6613,1387,164,0.20973839407228187,0.02479963707848178
08031002300,"Census Tract 23, Denver County, Colorado",5705,1172,1367,0.20543382997370727,0.23961437335670466
08031002402,"Census Tract 24.02, Denver County, Colorado",2009,248,309,0.12344449975111996,0.15380786460925833
08031002403,"Census Tract 24.03, Denver County, Colorado",4217,1070,563,0.2537348826179749,0.13350723262983163
08031002601,"Census Tract 26.01, Denver County, Colorado",3518,440,295,0.12507106310403637,0.08385446276293348
08031002602,"Census Tract 26.02, Denver County, Colorado",2842,272,151,0.09570724841660802,0.05313159746657284
08031002701,"Census Tract 27.01, Denver County, Colorado",4700,519,207,0.11042553191489361,0.044042553191489364
08031002702,"Census Tract 27.02, Denver County, Colorado",6271,705,85,0.11242226120236007,0.013554457024398022
08031002703,"Census Tract 27.03, Denver County, Colorado",5129,325,320,0.06336517839734841,0.062390329498927664
08031002801,"Census Tract 28.01, Denver County, Colorado",2733,253,51,0.09257226491035492,0.018660812294182216
08031002802,"Census Tract 28.02, Denver County, Colorado",4261,667,92,0.1565360244074161,0.021591175780333254
08031002803,"Census Tract 28.03, Denver County, Colorado",4721,331,82,0.07011226435077314,0.0173692014403728
08031002901,"Census Tract 29.01, Denver County, Colorado",3414,284,18,0.08318687756297598,0.005272407732864675
08031002902,"Census Tract 29.02, Denver County, Colorado",4150,285,48,0.06867469879518072,0.011566265060240964
08031003001,"Census Tract 30.01, Denver County, Colorado",5658,441,102,0.07794273594909862,0.018027571580063628
08031003002,"Census Tract 30.02, Denver County, Colorado",2645,415,56,0.15689981096408318,0.02117202268431002
08031003003,"Census Tract 30.03, Denver County, Colorado",3321,353,163,0.10629328515507377,0.04908160192713038
08031003004,"Census Tract 30.04, Denver County, Colorado",6312,427,150,0.0676489226869455,0.02376425855513308
08031003101,"Census Tract 31.01, Denver County, Colorado",1754,329,274,0.18757126567844926,0.15621436716077536
08031003102,"Census Tract 31.02, Denver County, Colorado",3480,376,438,0.10804597701149425,0.12586206896551724
08031003201,"Census Tract 32.01, Denver County, Colorado",5678,442,89,0.07784431137724551,0.01567453328636844
08031003202,"Census Tract 32.02, Denver County, Colorado",3320,182,42,0.054819277108433734,0.012650602409638554
08031003203,"Census Tract 32.03, Denver County, Colorado",2954,82,11,0.027758970886932972,0.003723764387271496
08031003300,"Census Tract 33, Denver County, Colorado",3388,263,30,0.07762691853600945,0.00885478158205431
08031003401,"Census Tract 34.01, Denver County, Colorado",2579,151,31,0.05854982551376502,0.01202016285381931
08031003402,"Census Tract 34.02, Denver County, Colorado",4699,167,7,0.03553947648435837,0.0014896786550329857
08031003500,"Census Tract 35, Denver County, Colorado",6626,5360,251,0.8089345004527618,0.037881074554784185
08031003601,"Census Tract 36.01, Denver County, Colorado",4596,2173,682,0.47280243690165363,0.1483899042645779
08031003602,"Census Tract 36.02, Denver County, Colorado",4624,2258,784,0.4883217993079585,0.1695501730103806
08031003603,"Census Tract 36.03, Denver County, Colorado",3405,209,1248,0.061380323054331866,0.36651982378854625
08031003701,"Census Tract 37.01, Denver County, Colorado",3532,387,349,0.10956964892412231,0.09881087202718007
08031003702,"Census Tract 37.02, Denver County, Colorado",5250,531,289,0.10114285714285715,0.05504761904761905
08031003703,"Census Tract 37.03, Denver County, Colorado",3163,466,107,0.14732848561492254,0.03382864369269681
08031003800,"Census Tract 38, Denver County, Colorado",6989,455,137,0.06510230361997424,0.019602232078981256
08031003901,"Census Tract 39.01, Denver County, Colorado",4250,279,121,0.0656470588235294,0.02847058823529412
08031003902,"Census Tract 39.02, Denver County, Colorado",4678,529,52,0.11308251389482685,0.011115861479264643
08031004002,"Census Tract 40.02, Denver County, Colorado",3453,392,31,0.11352447147408051,0.008977700550246163
08031004003,"Census Tract 40.03, Denver County, Colorado",4294,616,14,0.14345598509548207,0.0032603632976245926
08031004004,"Census Tract 40.04, Denver County, Colorado",1967,152,47,0.07727503812913065,0.02389425521098119
08031004005,"Census Tract 40.05, Denver County, Colorado",3300,412,83,0.12484848484848485,0.02515151515151515
08031004006,"Census Tract 40.06, Denver County, Colorado",4893,424,5,0.08665440425097078,0.0010218679746576743
08031004101,"Census Tract 41.01, Denver County, Colorado",4810,1338,1551,0.2781704781704782,0.32245322245322244
08031004102,"Census Tract 41.02, Denver County, Colorado",5190,1494,2255,0.2878612716763006,0.4344894026974952
08031004103,"Census Tract 41.03, Denver County, Colorado",5452,241,1368,0.0442039618488628,0.2509170946441673
08031004104,"Census Tract 41.04, Denver County, Colorado",4740,467,1386,0.09852320675105486,0.29240506329113924
08031004106,"Census Tract 41.06, Denver County, Colorado",12959,1320,1040,0.10185971139748437,0.08025310594953314
08031004107,"Census Tract 41.07, Denver County, Colorado",11430,1217,827,0.10647419072615923,0.07235345581802274
08031004201,"Census Tract 42.01, Denver County, Colorado",4809,447,222,0.09295071740486588,0.046163443543356206
08031004202,"Census Tract 42.02, Denver County, Colorado",4722,458,575,0.09699279966116052,0.1217704362558238
08031004301,"Census Tract 43.01, Denver County, Colorado",4923,396,305,0.08043875685557587,0.06195409303270363
08031004302,"Census Tract 43.02, Denver County, Colorado",2534,263,90,0.10378847671665352,0.035516969218626675
08031004303,"Census Tract 43.03, Denver County, Colorado",4057,233,67,0.057431599704214936,0.016514666009366526
08031004304,"Census Tract 43.04, Denver County, Colorado",5866,588,98,0.10023866348448687,0.016706443914081145
08031004306,"Census Tract 43.06, Denver County, Colorado",5308,271,234,0.05105501130369254,0.044084400904295405
08031004403,"Census Tract 44.03, Denver County, Colorado",4370,1508,666,0.34508009153318076,0.15240274599542333
08031004404,"Census Tract 44.04, Denver County, Colorado",6217,1325,1987,0.21312530159240792,0.31960752774650153
08031004405,"Census Tract 44.05, Denver County, Colorado",8902,1227,527,0.13783419456301954,0.059200179734891036
08031004503,"Census Tract 45.03, Denver County, Colorado",4223,3319,18,0.7859341700213118,0.004262372720814586
08031004504,"Census Tract 45.04, Denver County, Colorado",4395,3422,83,0.7786120591581343,0.01888509670079636
08031004505,"Census Tract 45.05, Denver County, Colorado",5048,4140,100,0.8201267828843106,0.019809825673534072
08031004506,"Census Tract 45.06, Denver County, Colorado",3847,2942,267,0.7647517546139849,0.06940473095918898
08031004601,"Census Tract 46.01, Denver County, Colorado",5537,3412,76,0.6162181686834025,0.013725844320028897
08031004602,"Census Tract 46.02, Denver County, Colorado",7242,4492,185,0.620270643468655,0.025545429439381387
08031004603,"Census Tract 46.03, Denver County, Colorado",5910,3323,129,0.5622673434856176,0.02182741116751269
08031004700,"Census Tract 47, Denver County, Colorado",7426,4818,74,0.6488015082143819,0.009964987880420145
08031004801,"Census Tract 48.01, Denver County, Colorado",3471,1626,0,0.46845289541918755,0
08031005001,"Census Tract 50.01, Denver County, Colorado",2655,239,241,0.09001883239171375,0.09077212806026365
08031005002,"Census Tract 50.02, Denver County, Colorado",8199,1747,1852,0.21307476521527016,0.22588120502500306
08031005102,"Census Tract 51.02, Denver County, Colorado",3511,401,30,0.11421247507832526,0.00854457419538593
08031005104,"Census Tract 51.04, Denver County, Colorado",3658,617,464,0.16867140513942044,0.1268452706396938
08031005200,"Census Tract 52, Denver County, Colorado",3617,133,255,0.036770804534144316,0.07050041470832182
08031005300,"Census Tract 53, Denver County, Colorado",1435,36,122,0.025087108013937282,0.08501742160278745
08031005502,"Census Tract 55.02, Denver County, Colorado",2131,674,103,0.3162834350070389,0.04833411543876114
08031005503,"Census Tract 55.03, Denver County, Colorado",4747,1262,74,0.2658521171266063,0.015588792921845377
08031006701,"Census Tract 67.01, Denver County, Colorado",3538,138,197,0.03900508762012436,0.055681175805539856
08031006804,"Census Tract 68.04, Denver County, Colorado",2967,219,105,0.07381193124368049,0.03538928210313448
08031006809,"Census Tract 68.09, Denver County, Colorado",7720,879,447,0.113860103626943,0.05790155440414508
08031006810,"Census Tract 68.10, Denver County, Colorado",5572,887,826,0.15918880114860015,0.14824120603015076
08031006811,"Census Tract 68.11, Denver County, Colorado",6404,834,678,0.13023110555902562,0.10587133041848844
08031006812,"Census Tract 68.12, Denver County, Colorado",3955,432,131,0.10922882427307207,0.033122629582806574
08031006813,"Census Tract 68.13, Denver County, Colorado",4500,480,1180,0.10666666666666667,0.26222222222222225
08031006814,"Census Tract 68.14, Denver County, Colorado",5148,1051,1396,0.20415695415695415,0.27117327117327117
08031006901,"Census Tract 69.01, Denver County, Colorado",6045,1260,563,0.20843672456575682,0.09313482216708023
08031007006,"Census Tract 70.06, Denver County, Colorado",5300,1963,878,0.370377358490566,0.16566037735849057
08031007013,"Census Tract 70.13, Denver County, Colorado",3918,667,196,0.17023991832567636,0.050025523226135786
08031007037,"Census Tract 70.37, Denver County, Colorado",4492,2027,1284,0.451246660730187,0.2858414959928762
08031007088,"Census Tract 70.88, Denver County, Colorado",5162,1114,705,0.21580782642386673,0.13657497094149554
08031007089,"Census Tract 70.89, Denver County, Colorado",5080,272,881,0.05354330708661417,0.1734251968503937
08031008304,"Census Tract 83.04, Denver County, Colorado",4052,2406,880,0.5937808489634748,0.21717670286278382
08031008305,"Census Tract 83.05, Denver County, Colorado",4742,3239,668,0.6830451286377056,0.14086883171657527
08031008306,"Census Tract 83.06, Denver County, Colorado",7141,4139,1718,0.5796106987816833,0.24058255146338048
08031008312,"Census Tract 83.12, Denver County, Colorado",8463,5235,1987,0.6185749734136831,0.2347867186576864
08031008386,"Census Tract 83.86, Denver County, Colorado",5577,3956,807,0.7093419401111709,0.1447014523937601
08031008387,"Census Tract 83.87, Denver County, Colorado",7488,4873,1610,0.6507745726495726,0.21501068376068377
08031008388,"Census Tract 83.88, Denver County, Colorado",9517,4401,2239,0.46243564148366084,0.23526321319743618
08031008389,"Census Tract 83.89, Denver County, Colorado",10866,3640,3180,0.3349898766795509,0.29265599116510216
08031008390,"Census Tract 83.90, Denver County, Colorado",9755,3654,3182,0.37457713992824193,0.32619169656586366
08031008391,"Census Tract 83.91, Denver County, Colorado",7045,2812,1744,0.3991483321504613,0.2475514549325763
08031011902,"Census Tract 119.02, Denver County, Colorado",6707,2366,704,0.3527657671089906,0.10496496198002088
08031011903,"Census Tract 119.03, Denver County, Colorado",2540,759,0,0.2988188976377953,0
08031012001,"Census Tract 120.01, Denver County, Colorado",2040,507,0,0.2485294117647059,0
08031012010,"Census Tract 120.10, Denver County, Colorado",5282,1108,15,0.20976902688375615,0.002839833396440742
08031012014,"Census Tract 120.14, Denver County, Colorado",6467,1105,0,0.17086748105767743,0
08031015300,"Census Tract 153, Denver County, Colorado",3983,640,231,0.1606829023349234,0.05799648506151142
08031015400,"Census Tract 154, Denver County, Colorado",4945,1477,83,0.298685540950455,0.01678463094034378
08031015500,"Census Tract 155, Denver County, Colorado",3915,1234,188,0.3151979565772669,0.04802043422733078
08031015600,"Census Tract 156, Denver County, Colorado",8870,6635,213,0.7480270574971815,0.024013528748590755
08031015700,"Census Tract 157, Denver County, Colorado",5939,3099,324,0.5218050176797441,0.05455463882808553
08031980000,"Census Tract 9800, Denver County, Colorado",1519,453,389,0.29822251481237655,0.25608953258722844
08031980100,"Census Tract 9801, Denver County, Colorado",0,0,0,NaN,NaN
08033000100,"Census Tract 1, Dolores County, Colorado",1841,108,0,0.05866376969038566,0
08035013901,"Census Tract 139.01, Douglas County, Colorado",7528,590,212,0.0783740701381509,0.0281615302869288
08035013904,"Census Tract 139.04, Douglas County, Colorado",4356,608,50,0.13957759412304868,0.01147842056932966
08035013905,"Census Tract 139.05, Douglas County, Colorado",4207,351,56,0.08343237461373901,0.013311148086522463
08035013907,"Census Tract 139.07, Douglas County, Colorado",5524,526,15,0.09522085445329471,0.002715423606082549
08035013908,"Census Tract 139.08, Douglas County, Colorado",6899,264,0,0.038266415422525006,0
08035013909,"Census Tract 139.09, Douglas County, Colorado",5994,427,0,0.07123790457123791,0
08035013910,"Census Tract 139.10, Douglas County, Colorado",7315,492,148,0.06725905673274095,0.0202323991797676
08035013911,"Census Tract 139.11, Douglas County, Colorado",7640,1037,0,0.13573298429319372,0
08035014001,"Census Tract 140.01, Douglas County, Colorado",7333,990,98,0.13500613664257466,0.013364243829264967
08035014005,"Census Tract 140.05, Douglas County, Colorado",5116,443,95,0.08659108678655199,0.018569194683346363
08035014006,"Census Tract 140.06, Douglas County, Colorado",6824,574,302,0.08411488862837045,0.04425556858147714
08035014007,"Census Tract 140.07, Douglas County, Colorado",2980,328,122,0.11006711409395974,0.04093959731543624
08035014008,"Census Tract 140.08, Douglas County, Colorado",8554,466,275,0.05447743745616086,0.03214870236146832
08035014009,"Census Tract 140.09, Douglas County, Colorado",4040,391,38,0.09678217821782178,0.009405940594059406
08035014010,"Census Tract 140.10, Douglas County, Colorado",5731,679,117,0.11847845053219333,0.020415285290525213
08035014011,"Census Tract 140.11, Douglas County, Colorado",4240,231,145,0.0544811320754717,0.03419811320754717
08035014012,"Census Tract 140.12, Douglas County, Colorado",8387,790,146,0.09419339453916777,0.017407893167998092
08035014013,"Census Tract 140.13, Douglas County, Colorado",7331,525,15,0.07161369526667576,0.002046105579047879
08035014107,"Census Tract 141.07, Douglas County, Colorado",3945,267,40,0.06768060836501902,0.010139416983523447
08035014108,"Census Tract 141.08, Douglas County, Colorado",4830,357,35,0.07391304347826087,0.007246376811594203
08035014109,"Census Tract 141.09, Douglas County, Colorado",2768,117,15,0.04226878612716763,0.00541907514450867
08035014110,"Census Tract 141.10, Douglas County, Colorado",5637,432,25,0.07663650878126663,0.0044349831470640415
08035014112,"Census Tract 141.12, Douglas County, Colorado",4115,362,54,0.08797083839611179,0.013122721749696233
08035014113,"Census Tract 141.13, Douglas County, Colorado",3149,429,41,0.13623372499206096,0.01302000635122261
08035014114,"Census Tract 141.14, Douglas County, Colorado",3424,289,31,0.08440420560747663,0.009053738317757009
08035014115,"Census Tract 141.15, Douglas County, Colorado",4449,254,47,0.05709148123173747,0.010564171723982918
08035014116,"Census Tract 141.16, Douglas County, Colorado",6201,626,277,0.10095145944202548,0.044670214481535235
08035014122,"Census Tract 141.22, Douglas County, Colorado",7149,436,0,0.0609875507063925,0
08035014123,"Census Tract 141.23, Douglas County, Colorado",3343,240,170,0.0717918037690697,0.0508525276697577
08035014124,"Census Tract 141.24, Douglas County, Colorado",5418,471,79,0.08693244739756367,0.014581026208933185
08035014125,"Census Tract 141.25, Douglas County, Colorado",4723,238,18,0.05039170019055685,0.0038111369892017783
08035014126,"Census Tract 141.26, Douglas County, Colorado",1961,166,11,0.08465068842427333,0.0056093829678735335
08035014127,"Census Tract 141.27, Douglas County, Colorado",5508,313,83,0.05682643427741467,0.015068990559186637
08035014128,"Census Tract 141.28, Douglas County, Colorado",4981,555,0,0.11142340895402529,0
08035014129,"Census Tract 141.29, Douglas County, Colorado",3806,184,89,0.04834471886495008,0.023384130320546506
08035014130,"Census Tract 141.30, Douglas County, Colorado",7656,624,0,0.08150470219435736,0
08035014131,"Census Tract 141.31, Douglas County, Colorado",4702,309,102,0.06571671629094003,0.021692896639727774
08035014132,"Census Tract 141.32, Douglas County, Colorado",6482,358,25,0.05522986732489972,0.0038568343103980254
08035014133,"Census Tract 141.33, Douglas County, Colorado",6341,503,0,0.07932502759817063,0
08035014134,"Census Tract 141.34, Douglas County, Colorado",6329,521,66,0.08231948175067151,0.010428187707378732
08035014135,"Census Tract 141.35, Douglas County, Colorado",4120,133,65,0.03228155339805825,0.015776699029126214
08035014136,"Census Tract 141.36, Douglas County, Colorado",9298,1150,268,0.12368251236825124,0.02882340288234029
08035014137,"Census Tract 141.37, Douglas County, Colorado",9924,896,23,0.09028617492946392,0.002317613865376864
08035014138,"Census Tract 141.38, Douglas County, Colorado",3228,196,42,0.06071871127633209,0.013011152416356878
08035014139,"Census Tract 141.39, Douglas County, Colorado",4007,327,30,0.08160718742201148,0.007486897928624906
08035014140,"Census Tract 141.40, Douglas County, Colorado",5260,317,70,0.060266159695817494,0.013307984790874524
08035014202,"Census Tract 142.02, Douglas County, Colorado",1856,238,16,0.12823275862068967,0.008620689655172414
08035014203,"Census Tract 142.03, Douglas County, Colorado",6537,398,38,0.06088419764417929,0.005813064096680434
08035014204,"Census Tract 142.04, Douglas County, Colorado",3356,323,0,0.09624553039332538,0
08035014300,"Census Tract 143, Douglas County, Colorado",783,10,0,0.01277139208173691,0
08035014403,"Census Tract 144.03, Douglas County, Colorado",5661,333,34,0.058823529411764705,0.006006006006006006
08035014404,"Census Tract 144.04, Douglas County, Colorado",2607,98,28,0.037591100882240124,0.010740314537782892
08035014405,"Census Tract 144.05, Douglas County, Colorado",7715,824,87,0.1068049254698639,0.011276733635774465
08035014406,"Census Tract 144.06, Douglas County, Colorado",12637,1399,206,0.11070665506053652,0.016301337342723748
08035014503,"Census Tract 145.03, Douglas County, Colorado",5551,606,1,0.10916951900558458,1.801477211313277e-4
08035014504,"Census Tract 145.04, Douglas County, Colorado",4707,714,17,0.1516889738687062,0.0036116422349691947
08035014505,"Census Tract 145.05, Douglas County, Colorado",5442,448,50,0.08232267548695332,0.009187798603454611
08035014506,"Census Tract 145.06, Douglas County, Colorado",4979,428,62,0.08596103635268126,0.012452299658565978
08035014602,"Census Tract 146.02, Douglas County, Colorado",2682,208,0,0.07755406413124534,0
08035014603,"Census Tract 146.03, Douglas County, Colorado",7125,708,0,0.09936842105263158,0
08035014604,"Census Tract 146.04, Douglas County, Colorado",4223,481,37,0.11390007103954534,0.008761543926118873
08037000100,"Census Tract 1, Eagle County, Colorado",1602,822,0,0.5131086142322098,0
08037000200,"Census Tract 2, Eagle County, Colorado",7366,2787,0,0.37836003258213413,0
08037000301,"Census Tract 3.01, Eagle County, Colorado",6584,2044,40,0.31044957472660994,0.006075334143377886
08037000302,"Census Tract 3.02, Eagle County, Colorado",2240,702,0,0.31339285714285714,0
08037000401,"Census Tract 4.01, Eagle County, Colorado",4632,1575,0,0.3400259067357513,0
08037000402,"Census Tract 4.02, Eagle County, Colorado",5202,2148,0,0.4129181084198385,0
08037000403,"Census Tract 4.03, Eagle County, Colorado",8411,1457,6,0.17322553798597076,7.133515634288432e-4
08037000501,"Census Tract 5.01, Eagle County, Colorado",580,37,4,0.06379310344827586,0.006896551724137931
08037000502,"Census Tract 5.02, Eagle County, Colorado",3877,910,0,0.23471756512767603,0
08037000503,"Census Tract 5.03, Eagle County, Colorado",6529,2778,369,0.4254862919283198,0.056517077653545716
08037000600,"Census Tract 6, Eagle County, Colorado",1484,487,33,0.32816711590296493,0.02223719676549865
08037000701,"Census Tract 7.01, Eagle County, Colorado",1593,70,0,0.04394224733207784,0
08037000702,"Census Tract 7.02, Eagle County, Colorado",1706,111,0,0.06506447831184056,0
08037000703,"Census Tract 7.03, Eagle County, Colorado",2551,212,22,0.0831046648373187,0.00862406899255194
08039961100,"Census Tract 9611, Elbert County, Colorado",2059,99,0,0.04808159300631375,0
08039961204,"Census Tract 9612.04, Elbert County, Colorado",8152,698,82,0.08562315996074583,0.010058881256133464
08039961205,"Census Tract 9612.05, Elbert County, Colorado",1954,93,0,0.04759467758444217,0
08039961206,"Census Tract 9612.06, Elbert County, Colorado",3774,243,0,0.0643879173290938,0
08039961207,"Census Tract 9612.07, Elbert County, Colorado",3758,209,19,0.05561468866418308,0.005055880787653007
08039961208,"Census Tract 9612.08, Elbert County, Colorado",3387,252,13,0.07440212577502214,0.003838204901092412
08039961209,"Census Tract 9612.09, Elbert County, Colorado",2078,99,1,0.04764196342637151,4.8123195380173246e-4
08041000101,"Census Tract 1.01, El Paso County, Colorado",6270,913,307,0.1456140350877193,0.048963317384370014
08041000102,"Census Tract 1.02, El Paso County, Colorado",3520,431,67,0.12244318181818181,0.01903409090909091
08041000202,"Census Tract 2.02, El Paso County, Colorado",4677,663,230,0.14175753688261705,0.04917682274962583
08041000203,"Census Tract 2.03, El Paso County, Colorado",4368,502,154,0.11492673992673992,0.035256410256410256
08041000301,"Census Tract 3.01, El Paso County, Colorado",3459,1279,35,0.3697600462561434,0.01011853136744724
08041000302,"Census Tract 3.02, El Paso County, Colorado",4986,1187,393,0.2380665864420377,0.07882069795427196
08041000400,"Census Tract 4, El Paso County, Colorado",2061,217,0,0.10528869480834546,0
08041000500,"Census Tract 5, El Paso County, Colorado",2122,106,159,0.04995287464655985,0.07492931196983978
08041000600,"Census Tract 6, El Paso County, Colorado",3015,370,149,0.12271973466003316,0.0494195688225539
08041000700,"Census Tract 7, El Paso County, Colorado",3375,498,330,0.14755555555555555,0.09777777777777778
08041000800,"Census Tract 8, El Paso County, Colorado",3000,474,15,0.158,0.005
08041000900,"Census Tract 9, El Paso County, Colorado",2404,86,48,0.03577371048252912,0.019966722129783693
08041001000,"Census Tract 10, El Paso County, Colorado",2445,182,52,0.07443762781186095,0.0212678936605317
08041001101,"Census Tract 11.01, El Paso County, Colorado",1454,437,38,0.3005502063273728,0.026134800550206328
08041001104,"Census Tract 11.04, El Paso County, Colorado",3146,676,100,0.21487603305785125,0.03178639542275906
08041001301,"Census Tract 13.01, El Paso County, Colorado",2018,371,9,0.1838453914767096,0.0044598612487611496
08041001302,"Census Tract 13.02, El Paso County, Colorado",5291,607,35,0.11472311472311472,0.006615006615006615
08041001400,"Census Tract 14, El Paso County, Colorado",3515,382,4,0.10867709815078236,0.0011379800853485065
08041001500,"Census Tract 15, El Paso County, Colorado",2158,314,44,0.14550509731232622,0.020389249304911955
08041001600,"Census Tract 16, El Paso County, Colorado",3542,335,88,0.0945793337097685,0.024844720496894408
08041001700,"Census Tract 17, El Paso County, Colorado",2021,120,107,0.05937654626422563,0.05294408708560119
08041001800,"Census Tract 18, El Paso County, Colorado",1890,153,25,0.08095238095238096,0.013227513227513227
08041001900,"Census Tract 19, El Paso County, Colorado",4380,1313,353,0.2997716894977169,0.08059360730593608
08041002000,"Census Tract 20, El Paso County, Colorado",7008,1736,317,0.24771689497716895,0.045234018264840185
08041002101,"Census Tract 21.01, El Paso County, Colorado",4070,938,288,0.23046683046683047,0.07076167076167077
08041002102,"Census Tract 21.02, El Paso County, Colorado",4719,1714,370,0.36321254503072686,0.07840644204280568
08041002200,"Census Tract 22, El Paso County, Colorado",2691,389,292,0.14455592716462282,0.10850984764028242
08041002300,"Census Tract 23, El Paso County, Colorado",1785,287,124,0.1607843137254902,0.06946778711484594
08041002400,"Census Tract 24, El Paso County, Colorado",5506,760,62,0.13803123864874683,0.011260443152924083
08041002501,"Census Tract 25.01, El Paso County, Colorado",3521,208,19,0.059074126668560066,0.005396194262993468
08041002502,"Census Tract 25.02, El Paso County, Colorado",4342,657,61,0.15131275909719025,0.014048825426070935
08041002700,"Census Tract 27, El Paso County, Colorado",3117,866,224,0.27783124799486686,0.07186397176772538
08041002800,"Census Tract 28, El Paso County, Colorado",6061,2112,752,0.3484573502722323,0.12407193532420392
08041002900,"Census Tract 29, El Paso County, Colorado",5469,1208,673,0.22088133113914793,0.12305723166940939
08041003000,"Census Tract 30, El Paso County, Colorado",4319,500,179,0.11576753878212549,0.04144477888400093
08041003100,"Census Tract 31, El Paso County, Colorado",4355,169,5,0.03880597014925373,0.001148105625717566
08041003303,"Census Tract 33.03, El Paso County, Colorado",5730,1328,264,0.23176265270506108,0.04607329842931937
08041003305,"Census Tract 33.05, El Paso County, Colorado",7094,484,198,0.06822667042571187,0.02791091062870031
08041003306,"Census Tract 33.06, El Paso County, Colorado",3335,393,25,0.11784107946026987,0.0074962518740629685
08041003307,"Census Tract 33.07, El Paso County, Colorado",3351,480,19,0.1432408236347359,0.005669949268874963
08041003308,"Census Tract 33.08, El Paso County, Colorado",5746,909,430,0.1581970066132962,0.0748346675948486
08041003400,"Census Tract 34, El Paso County, Colorado",3444,118,28,0.03426248548199768,0.008130081300813009
08041003701,"Census Tract 37.01, El Paso County, Colorado",8178,1155,63,0.14123257520176083,0.007703595011005136
08041003702,"Census Tract 37.02, El Paso County, Colorado",5339,528,10,0.09889492414309796,0.0018730099269526129
08041003705,"Census Tract 37.05, El Paso County, Colorado",5757,462,42,0.08025013027618551,0.007295466388744137
08041003706,"Census Tract 37.06, El Paso County, Colorado",4411,384,55,0.08705508954885513,0.012468827930174564
08041003707,"Census Tract 37.07, El Paso County, Colorado",3916,320,110,0.08171603677221655,0.028089887640449437
08041003708,"Census Tract 37.08, El Paso County, Colorado",2862,409,94,0.14290705800139764,0.03284416491963662
08041003709,"Census Tract 37.09, El Paso County, Colorado",6498,516,251,0.07940904893813482,0.038627269929208986
08041003801,"Census Tract 38.01, El Paso County, Colorado",2025,262,291,0.12938271604938273,0.1437037037037037
08041003802,"Census Tract 38.02, El Paso County, Colorado",4608,395,357,0.0857204861111111,0.07747395833333333
