CType2,TRACTGEOID,COUNTYFP10,TRACTCE10,SUM_HOUSING10,SUM_POP10,HDL,HDP,UL
Home Delivery Letter - English,08077000700,077,000700,1910,4411,1,0,0
Home Delivery Letter - English,08077000800,077,000800,2951,8230,1,0,0
Home Delivery Letter - English,08077000900,077,000900,1212,2971,1,0,0
Home Delivery Letter - English,08077001002,077,001002,3158,6459,1,0,0
Home Delivery Letter - English,08077001101,077,001101,3442,8132,1,0,0
Home Delivery Letter - English,08077001102,077,001102,1916,4709,1,0,0
Home Delivery Letter - English,08077001200,077,001200,892,2098,1,0,0
Home Delivery Letter - English,08077001301,077,001301,3717,8825,1,0,0
Home Delivery Letter - English,08077001302,077,001302,1923,4909,1,0,0
Home Delivery Letter - English,08077001402,077,001402,2438,5998,1,0,0
Home Delivery Letter - English,08077001403,077,001403,1526,3582,1,0,0
Home Delivery Letter - English,08077001404,077,001404,2137,4708,1,0,0
Home Delivery Letter - English,08077001501,077,001501,4946,12544,1,0,0
Home Delivery Letter - English,08077001502,077,001502,2824,7149,1,0,0
Home Delivery Letter - English,08077001600,077,001600,1507,3631,1,0,0
Home Delivery Letter - English,08077001702,077,001702,1756,3769,1,0,0
Home Delivery Letter - English,08077001703,077,001703,1730,4271,1,0,0
Home Delivery Letter - English,08077001705,077,001705,2170,5500,1,0,0
Home Delivery Letter - English,08077001706,077,001706,2295,6008,1,0,0
Home Delivery Letter - English,08077001707,077,001707,2181,5559,1,0,0
Home Delivery Letter - English,08077001800,077,001800,773,1643,1,0,0
Home Delivery Letter - English,08077001900,077,001900,2203,4943,1,0,0
Home Delivery Letter - English,08079973600,079,973600,349,134,1,0,0
Home Delivery Letter - English,08081000300,081,000300,1313,3138,1,0,0
Home Delivery Letter - English,08081000400,081,000400,1863,4523,1,0,0
Home Delivery Letter - English,08081000500,081,000500,2005,4526,1,0,0
Home Delivery Letter - English,08081000600,081,000600,4,4,1,0,0
Home Delivery Letter - English,08083941100,083,941100,1,1,1,0,0
Home Delivery Letter - English,08083969000,083,969000,1288,2353,1,0,0
Home Delivery Letter - English,08083969100,083,969100,1527,2990,1,0,0
Home Delivery Letter - English,08083969200,083,969200,1186,2491,1,0,0
Home Delivery Letter - English,08083969300,083,969300,2620,5742,1,0,0
Home Delivery Letter - English,08083969400,083,969400,1767,3885,1,0,0
Home Delivery Letter - English,08083969600,083,969600,2059,4747,1,0,0
Home Delivery Letter - English,08085966100,085,966100,0,0,1,0,0
Home Delivery Letter - English,08085966202,085,966202,0,0,1,0,0
Home Delivery Letter - English,08085966300,085,966300,2847,6205,1,0,0
Home Delivery Letter - English,08085966501,085,966501,1215,2796,1,0,0
Home Delivery Letter - English,08085966502,085,966502,1640,3932,1,0,0
Home Delivery Letter - English,08085966503,085,966503,1406,3309,1,0,0
Home Delivery Letter - English,08085966601,085,966601,1786,4392,1,0,0
Home Delivery Letter - English,08085966602,085,966602,1960,4371,1,0,0
Home Delivery Letter - English,08087000100,087,000100,1136,2326,1,0,0
Home Delivery Letter - English,08087000200,087,000200,969,2363,1,0,0
Home Delivery Letter - English,08087000400,087,000400,1884,4420,1,0,0
Home Delivery Letter - English,08087000500,087,000500,919,2425,1,0,0
Home Delivery Letter - English,08087000600,087,000600,4,4,1,0,0
Home Delivery Letter - English,08087000700,087,000700,2484,5925,1,0,0
Home Delivery Letter - English,08089968200,089,968200,0,0,1,0,0
Home Delivery Letter - English,08089968300,089,968300,1577,3204,1,0,0
Home Delivery Letter - English,08089968400,089,968400,0,0,1,0,0
Home Delivery Letter - English,08089968500,089,968500,719,1627,1,0,0
Home Delivery Letter - English,08089968600,089,968600,2377,5018,1,0,0
Home Delivery Letter - English,08091967600,091,967600,1683,2636,1,0,0
Home Delivery Letter - English,08093000100,093,000100,3032,5362,1,0,0
Home Delivery Letter - English,08093000200,093,000200,1570,3399,1,0,0
Home Delivery Letter - English,08093000300,093,000300,0,0,1,0,0
Home Delivery Letter - English,08093000400,093,000400,314,156,1,0,0
Home Delivery Letter - English,08093000500,093,000500,1404,1345,1,0,0
Home Delivery Letter - English,08095967600,095,967600,1289,2888,1,0,0
Home Delivery Letter - English,08097000100,097,000100,1785,3453,1,0,0
Home Delivery Letter - English,08097000401,097,000401,3248,4222,1,0,0
Home Delivery Letter - English,08097000402,097,000402,2408,2388,1,0,0
Home Delivery Letter - English,08097000500,097,000500,1062,1625,1,0,0
Home Delivery Letter - English,08099000300,099,000300,2346,4975,1,0,0
Home Delivery Letter - English,08099000600,099,000600,275,597,1,0,0
Home Delivery Letter - English,08101000100,101,000100,1284,2692,1,0,0
Home Delivery Letter - English,08101000400,101,000400,1268,2602,1,0,0
Home Delivery Letter - English,08101000902,101,000902,2464,5802,1,0,0
Home Delivery Letter - English,08101000903,101,000903,34,777,1,0,0
Home Delivery Letter - English,08101000905,101,000905,1283,2202,1,0,0
Home Delivery Letter - English,08101001500,101,001500,1082,2025,1,0,0
Home Delivery Letter - English,08101001600,101,001600,810,1710,1,0,0
Home Delivery Letter - English,08101001800,101,001800,1076,2176,1,0,0
Home Delivery Letter - English,08101001900,101,001900,791,1445,1,0,0
Home Delivery Letter - English,08101002700,101,002700,2377,5434,1,0,0
Home Delivery Letter - English,08101002801,101,002801,33,73,1,0,0
Home Delivery Letter - English,08101002804,101,002804,949,1797,1,0,0
Home Delivery Letter - English,08101002806,101,002806,1669,3440,1,0,0
Home Delivery Letter - English,08101002807,101,002807,1818,4430,1,0,0
Home Delivery Letter - English,08101002808,101,002808,1141,2989,1,0,0
Home Delivery Letter - English,08101002903,101,002903,2649,5894,1,0,0
Home Delivery Letter - English,08101002906,101,002906,1494,3905,1,0,0
Home Delivery Letter - English,08101002911,101,002911,945,2611,1,0,0
Home Delivery Letter - English,08101002912,101,002912,601,1609,1,0,0
Home Delivery Letter - English,08101002913,101,002913,1235,3134,1,0,0
Home Delivery Letter - English,08101002914,101,002914,1190,3210,1,0,0
Home Delivery Letter - English,08101002915,101,002915,987,2525,1,0,0
Home Delivery Letter - English,08101002916,101,002916,1283,3004,1,0,0
Home Delivery Letter - English,08101002917,101,002917,1091,2935,1,0,0
Home Delivery Letter - English,08101002918,101,002918,2422,6646,1,0,0
Home Delivery Letter - English,08101003001,101,003001,555,1244,1,0,0
Home Delivery Letter - English,08101003004,101,003004,959,2721,1,0,0
Home Delivery Letter - English,08101003103,101,003103,811,1858,1,0,0
Home Delivery Letter - English,08101003104,101,003104,926,2210,1,0,0
Home Delivery Letter - English,08101003105,101,003105,1230,3204,1,0,0
Home Delivery Letter - English,08101003106,101,003106,475,1283,1,0,0
Home Delivery Letter - English,08101003200,101,003200,1311,2995,1,0,0
Home Delivery Letter - English,08101003600,101,003600,0,0,1,0,0
Home Delivery Letter - English,08101980100,101,980100,0,0,1,0,0
Home Delivery Letter - English,08103951100,103,951100,1393,2647,1,0,0
Home Delivery Letter - English,08103951200,103,951200,1193,2760,1,0,0
Home Delivery Letter - English,08105976800,105,976800,3,4,1,0,0
Home Delivery Letter - English,08105977000,105,977000,2254,3911,1,0,0
Home Delivery Letter - English,08107000100,107,000100,613,948,1,0,0
Home Delivery Letter - English,08107000300,107,000300,250,468,1,0,0
Home Delivery Letter - English,08107000400,107,000400,1314,3295,1,0,0
Home Delivery Letter - English,08107000500,107,000500,803,1617,1,0,0
Home Delivery Letter - English,08107000600,107,000600,1454,2924,1,0,0
Home Delivery Letter - English,08107000700,107,000700,4802,4111,1,0,0
Home Delivery Letter - English,08107000800,107,000800,623,1071,1,0,0
Home Delivery Letter - English,08111972600,111,972600,163,22,1,0,0
Home Delivery Letter - English,08113968102,113,968102,1100,1037,1,0,0
Home Delivery Letter - English,08113968103,113,968103,418,728,1,0,0
Home Delivery Letter - English,08117000100,117,000100,888,1657,1,0,0
Home Delivery Letter - English,08117000200,117,000200,3486,3572,1,0,0
Home Delivery Letter - English,08117000401,117,000401,536,1031,1,0,0
Home Delivery Letter - English,08117000402,117,000402,634,502,1,0,0
Home Delivery Letter - English,08119010103,119,010103,3164,7341,1,0,0
Home Delivery Letter - English,08119010104,119,010104,850,1743,1,0,0
Home Delivery Letter - English,08119010105,119,010105,3061,5769,1,0,0
Home Delivery Letter - English,08119010106,119,010106,2565,4556,1,0,0
Home Delivery Letter - English,08119010201,119,010201,777,1030,1,0,0
Home Delivery Letter - English,08119010202,119,010202,3,0,1,0,0
Home Delivery Letter - English,08123000200,123,000200,1004,3207,1,0,0
Home Delivery Letter - English,08123000401,123,000401,1466,3166,1,0,0
Home Delivery Letter - English,08123000402,123,000402,1462,3362,1,0,0
Home Delivery Letter - English,08123000502,123,000502,1395,3313,1,0,0
Home Delivery Letter - English,08123000800,123,000800,1321,2867,1,0,0
Home Delivery Letter - English,08123000900,123,000900,1137,2806,1,0,0
Home Delivery Letter - English,08123001003,123,001003,0,0,1,0,0
Home Delivery Letter - English,08123001005,123,001005,2274,6459,1,0,0
Home Delivery Letter - English,08123001006,123,001006,1548,4313,1,0,0
Home Delivery Letter - English,08123001100,123,001100,2032,4503,1,0,0
Home Delivery Letter - English,08123001201,123,001201,1777,3802,1,0,0
Home Delivery Letter - English,08123001202,123,001202,975,2327,1,0,0
Home Delivery Letter - English,08123001300,123,001300,2366,6232,1,0,0
Home Delivery Letter - English,08123001404,123,001404,986,2613,1,0,0
Home Delivery Letter - English,08123001405,123,001405,1371,3781,1,0,0
Home Delivery Letter - English,08123001406,123,001406,2279,5306,1,0,0
Home Delivery Letter - English,08123001407,123,001407,643,1933,1,0,0
Home Delivery Letter - English,08123001408,123,001408,799,2046,1,0,0
Home Delivery Letter - English,08123001409,123,001409,1532,3267,1,0,0
Home Delivery Letter - English,08123001410,123,001410,1368,2850,1,0,0
Home Delivery Letter - English,08123001411,123,001411,1068,2433,1,0,0
Home Delivery Letter - English,08123001412,123,001412,845,2208,1,0,0
Home Delivery Letter - English,08123001413,123,001413,1084,2750,1,0,0
Home Delivery Letter - English,08123001414,123,001414,725,1949,1,0,0
Home Delivery Letter - English,08123001415,123,001415,1228,3670,1,0,0
Home Delivery Letter - English,08123001416,123,001416,826,1950,1,0,0
Home Delivery Letter - English,08123001417,123,001417,796,2257,1,0,0
Home Delivery Letter - English,08123001500,123,001500,2578,6493,1,0,0
Home Delivery Letter - English,08123001600,123,001600,1296,3341,1,0,0
Home Delivery Letter - English,08123001700,123,001700,0,0,1,0,0
Home Delivery Letter - English,08123001800,123,001800,1345,3425,1,0,0
Home Delivery Letter - English,08123001902,123,001902,2582,7743,1,0,0
Home Delivery Letter - English,08123001907,123,001907,1025,2720,1,0,0
Home Delivery Letter - English,08123002004,123,002004,1418,3729,1,0,0
Home Delivery Letter - English,08123002005,123,002005,199,561,1,0,0
Home Delivery Letter - English,08123002007,123,002007,1425,3969,1,0,0
Home Delivery Letter - English,08123002008,123,002008,1777,4621,1,0,0
Home Delivery Letter - English,08123002009,123,002009,506,1299,1,0,0
Home Delivery Letter - English,08123002010,123,002010,783,1964,1,0,0
Home Delivery Letter - English,08123002011,123,002011,144,334,1,0,0
Home Delivery Letter - English,08123002012,123,002012,277,892,1,0,0
Home Delivery Letter - English,08123002013,123,002013,942,2760,1,0,0
Home Delivery Letter - English,08123002014,123,002014,335,778,1,0,0
Home Delivery Letter - English,08123002015,123,002015,396,1148,1,0,0
Home Delivery Letter - English,08123002016,123,002016,426,1241,1,0,0
Home Delivery Letter - English,08123002017,123,002017,211,600,1,0,0
Home Delivery Letter - English,08123002018,123,002018,310,893,1,0,0
Home Delivery Letter - English,08123002019,123,002019,1285,3413,1,0,0
Home Delivery Letter - English,08123002020,123,002020,1565,4990,1,0,0
Home Delivery Letter - English,08123002021,123,002021,247,622,1,0,0
Home Delivery Letter - English,08123002101,123,002101,2463,6902,1,0,0
Home Delivery Letter - English,08123002102,123,002102,3545,9969,1,0,0
Home Delivery Letter - English,08123002103,123,002103,2863,7609,1,0,0
Home Delivery Letter - English,08123002203,123,002203,354,887,1,0,0
Home Delivery Letter - English,08123002204,123,002204,805,2013,1,0,0
Home Delivery Letter - English,08123002205,123,002205,1837,4605,1,0,0
Home Delivery Letter - English,08123002206,123,002206,1360,3582,1,0,0
Home Delivery Letter - English,08123002207,123,002207,698,1916,1,0,0
Home Delivery Letter - English,08123002208,123,002208,1593,4268,1,0,0
Home Delivery Letter - English,08123002209,123,002209,476,901,1,0,0
Home Delivery Letter - English,08123002210,123,002210,264,783,1,0,0
Home Delivery Letter - English,08123002300,123,002300,1113,2795,1,0,0
Home Delivery Letter - English,08123002501,123,002501,1888,4318,1,0,0
Home Delivery Letter - English,08123002502,123,002502,6,14,1,0,0
Home Delivery Letter - Bilingual,08001007900,001,007900,1995,5555,0,0,0
Home Delivery Letter - Bilingual,08001008000,001,008000,1899,5742,0,0,0
Home Delivery Letter - Bilingual,08001008535,001,008535,0,0,0,0,0
Home Delivery Letter - Bilingual,08001008541,001,008541,0,0,0,0,0
Home Delivery Letter - Bilingual,08001008606,001,008606,2280,5931,0,0,0
Home Delivery Letter - Bilingual,08001008706,001,008706,1721,5436,0,0,0
Home Delivery Letter - Bilingual,08001008901,001,008901,769,2316,0,0,0
Home Delivery Letter - Bilingual,08001009101,001,009101,1403,4112,0,0,0
Home Delivery Letter - Bilingual,08001009103,001,009103,1139,3462,0,0,0
Home Delivery Letter - Bilingual,08001009207,001,009207,3,4,0,0,0
Home Delivery Letter - Bilingual,08001009308,001,009308,1405,4087,0,0,0
Home Delivery Letter - Bilingual,08001009309,001,009309,1491,3613,0,0,0
Home Delivery Letter - Bilingual,08001009319,001,009319,983,2605,0,0,0
Home Delivery Letter - Bilingual,08001009320,001,009320,1272,2672,0,0,0
Home Delivery Letter - Bilingual,08001009501,001,009501,1158,3156,0,0,0
Home Delivery Letter - Bilingual,08001009502,001,009502,1264,3633,0,0,0
Home Delivery Letter - Bilingual,08001009553,001,009553,1127,2959,0,0,0
Home Delivery Letter - Bilingual,08001009751,001,009751,1420,3626,0,0,0
Home Delivery Letter - Bilingual,08001015000,001,015000,0,0,0,0,0
Home Delivery Letter - Bilingual,08005007201,005,007201,1347,3589,0,0,0
Home Delivery Letter - Bilingual,08005007202,005,007202,1414,3915,0,0,0
Home Delivery Letter - Bilingual,08005007301,005,007301,1050,2548,0,0,0
Home Delivery Letter - Bilingual,08005007302,005,007302,1961,4927,0,0,0
Home Delivery Letter - Bilingual,08005007400,005,007400,1691,4992,0,0,0
Home Delivery Letter - Bilingual,08005007500,005,007500,808,2458,0,0,0
Home Delivery Letter - Bilingual,08005007600,005,007600,1300,3256,0,0,0
Home Delivery Letter - Bilingual,08005007702,005,007702,1623,4168,0,0,0
Home Delivery Letter - Bilingual,08005080800,005,080800,1133,2661,0,0,0
Home Delivery Letter - Bilingual,08005081300,005,081300,1114,3119,0,0,0
Home Delivery Letter - Bilingual,08005081800,005,081800,1672,5421,0,0,0
Home Delivery Letter - Bilingual,08013013505,013,013505,1696,3831,0,0,0
Home Delivery Letter - Bilingual,08031000201,031,000201,1497,3874,0,0,0
Home Delivery Letter - Bilingual,08031000600,031,000600,1358,2552,0,0,0
Home Delivery Letter - Bilingual,08031000903,031,000903,1915,6111,0,0,0
Home Delivery Letter - Bilingual,08031001000,031,001000,1245,3941,0,0,0
Home Delivery Letter - Bilingual,08031001301,031,001301,1620,4972,0,0,0
Home Delivery Letter - Bilingual,08031001302,031,001302,1340,3926,0,0,0
Home Delivery Letter - Bilingual,08031001402,031,001402,1423,4070,0,0,0
Home Delivery Letter - Bilingual,08031002100,031,002100,0,0,0,0,0
Home Delivery Letter - Bilingual,08031003500,031,003500,0,0,0,0,0
Home Delivery Letter - Bilingual,08031003601,031,003601,1789,4651,0,0,0
Home Delivery Letter - Bilingual,08031003602,031,003602,1620,4337,0,0,0
Home Delivery Letter - Bilingual,08031004505,031,004505,1264,4357,0,0,0
Home Delivery Letter - Bilingual,08031004506,031,004506,1060,3450,0,0,0
Home Delivery Letter - Bilingual,08031004602,031,004602,2302,7037,0,0,0
Home Delivery Letter - Bilingual,08031007037,031,007037,1886,3763,0,0,0
Home Delivery Letter - Bilingual,08031008304,031,008304,914,3637,0,0,0
Home Delivery Letter - Bilingual,08031008306,031,008306,1812,5451,0,0,0
Home Delivery Letter - Bilingual,08031008386,031,008386,1146,4511,0,0,0
Home Delivery Letter - Bilingual,08031008387,031,008387,1556,5961,0,0,0
Home Delivery Letter - Bilingual,08031008388,031,008388,2682,6962,0,0,0
Home Delivery Letter - Bilingual,08037000100,037,000100,288,489,0,0,0
Home Delivery Letter - Bilingual,08037000200,037,000200,6,20,0,0,0
Home Delivery Letter - Bilingual,08037000402,037,000402,908,1431,0,0,0
Home Delivery Letter - Bilingual,08037000502,037,000502,116,151,0,0,0
Home Delivery Letter - Bilingual,08037000503,037,000503,592,238,0,0,0
Home Delivery Letter - Bilingual,08041005201,041,005201,1977,4328,0,0,0
Home Delivery Letter - Bilingual,08059010406,059,010406,999,2428,0,0,0
Home Delivery Letter - Bilingual,08059011602,059,011602,1653,4006,0,0,0
Home Delivery Letter - Bilingual,08065961900,065,961900,886,1878,0,0,0
Home Delivery Letter - Bilingual,08087000200,087,000200,0,0,0,0,0
Home Delivery Letter - Bilingual,08087000600,087,000600,2264,6526,0,0,0
Home Delivery Letter - Bilingual,08087000800,087,000800,2,4,0,0,0
Home Delivery Letter - Bilingual,08117000100,117,000100,0,0,0,0,0
Home Delivery Letter - Bilingual,08123000703,123,000703,2040,6796,0,0,0
Home Delivery Letter - Bilingual,08123000704,123,000704,227,661,0,0,0
Home Delivery Letter - Bilingual,08123001004,123,001004,1622,4208,0,0,0
Home Delivery Letter - Bilingual,08123001905,123,001905,1380,4262,0,0,0
Home Delivery Letter - Bilingual,08123001907,123,001907,0,0,0,0,0
Census Enumerator,08001008353,001,008353,0,0,0,0,1
Census Enumerator,08001008401,001,008401,157,361,0,0,1
Census Enumerator,08001008402,001,008402,114,233,0,0,1
Census Enumerator,08001008533,001,008533,0,0,0,0,1
Census Enumerator,08001008535,001,008535,33,104,0,0,1
Census Enumerator,08001008536,001,008536,0,0,0,0,1
Census Enumerator,08001008541,001,008541,0,0,0,0,1
Census Enumerator,08001008551,001,008551,3,11,0,0,1
Census Enumerator,08001008603,001,008603,0,0,0,0,1
Census Enumerator,08001008606,001,008606,0,0,0,0,1
Census Enumerator,08001008802,001,008802,0,0,0,0,1
Census Enumerator,08001008901,001,008901,0,0,0,0,1
Census Enumerator,08001009103,001,009103,0,0,0,0,1
Census Enumerator,08001009607,001,009607,0,0,0,0,1
Census Enumerator,08001009608,001,009608,0,0,0,0,1
Census Enumerator,08003960000,003,960000,184,348,0,0,1
Census Enumerator,08003960100,003,960100,22,57,0,0,1
Census Enumerator,08003960300,003,960300,17,34,0,0,1
Census Enumerator,08005005553,005,005553,0,0,0,0,1
Census Enumerator,08005005634,005,005634,0,0,0,0,1
Census Enumerator,08005007101,005,007101,297,529,0,0,1
Census Enumerator,08005007104,005,007104,324,1244,0,0,1
Census Enumerator,08005082600,005,082600,0,0,0,0,1
Census Enumerator,08005083000,005,083000,0,0,0,0,1
Census Enumerator,08007940400,007,940400,911,1185,0,0,1
Census Enumerator,08007974200,007,974200,264,124,0,0,1
Census Enumerator,08007974300,007,974300,623,1056,0,0,1
Census Enumerator,08007974400,007,974400,987,1167,0,0,1
Census Enumerator,08009964600,009,964600,721,1152,0,0,1
Census Enumerator,08009964700,009,964700,85,153,0,0,1
Census Enumerator,08011966700,011,966700,32,60,0,0,1
Census Enumerator,08013012510,013,012510,74,141,0,0,1
Census Enumerator,08013012707,013,012707,0,0,0,0,1
Census Enumerator,08013012905,013,012905,11,25,0,0,1
Census Enumerator,08013013205,013,013205,78,156,0,0,1
Census Enumerator,08013013210,013,013210,0,0,0,0,1
Census Enumerator,08013013601,013,013601,759,1657,0,0,1
Census Enumerator,08013013602,013,013602,651,315,0,0,1
Census Enumerator,08013013701,013,013701,267,401,0,0,1
Census Enumerator,08013013702,013,013702,1165,1783,0,0,1
Census Enumerator,08013060700,013,060700,2,2,0,0,1
Census Enumerator,08014030300,014,030300,259,382,0,0,1
Census Enumerator,08014030700,014,030700,10,20,0,0,1
Census Enumerator,08015000200,015,000200,39,60,0,0,1
Census Enumerator,08015000300,015,000300,371,693,0,0,1
Census Enumerator,08015000401,015,000401,812,1365,0,0,1
Census Enumerator,08015000402,015,000402,779,985,0,0,1
Census Enumerator,08017960600,017,960600,737,1361,0,0,1
Census Enumerator,08019014700,019,014700,335,398,0,0,1
Census Enumerator,08019014800,019,014800,847,1546,0,0,1
Census Enumerator,08019014900,019,014900,1652,2349,0,0,1
Census Enumerator,08021974800,021,974800,1521,3248,0,0,1
Census Enumerator,08021974900,021,974900,1519,2387,0,0,1
Census Enumerator,08023972600,023,972600,1024,1417,0,0,1
Census Enumerator,08023972700,023,972700,1279,1792,0,0,1
Census Enumerator,08025969600,025,969600,414,817,0,0,1
Census Enumerator,08027970100,027,970100,1288,1074,0,0,1
Census Enumerator,08029964600,029,964600,588,985,0,0,1
Census Enumerator,08029964700,029,964700,51,82,0,0,1
Census Enumerator,08029964800,029,964800,0,0,0,0,1
Census Enumerator,08029965000,029,965000,402,685,0,0,1
Census Enumerator,08029965100,029,965100,10,30,0,0,1
Census Enumerator,08029965200,029,965200,243,2,0,0,1
Census Enumerator,08031001500,031,001500,0,0,0,0,1
Census Enumerator,08033000100,033,000100,1239,1703,0,0,1
Census Enumerator,08035014008,035,014008,0,0,0,0,1
Census Enumerator,08035014131,035,014131,0,0,0,0,1
Census Enumerator,08035014202,035,014202,102,226,0,0,1
Census Enumerator,08035014300,035,014300,67,24,0,0,1
Census Enumerator,08035014403,035,014403,36,73,0,0,1
Census Enumerator,08035014404,035,014404,14,22,0,0,1
Census Enumerator,08037000100,037,000100,349,756,0,0,1
Census Enumerator,08037000200,037,000200,2108,6141,0,0,1
Census Enumerator,08037000302,037,000302,447,920,0,0,1
Census Enumerator,08037000401,037,000401,1989,3809,0,0,1
Census Enumerator,08037000402,037,000402,1096,3081,0,0,1
Census Enumerator,08037000403,037,000403,3194,8094,0,0,1
Census Enumerator,08037000501,037,000501,3116,864,0,0,1
Census Enumerator,08037000502,037,000502,1676,3080,0,0,1
Census Enumerator,08037000503,037,000503,3069,6207,0,0,1
Census Enumerator,08037000600,037,000600,753,1398,0,0,1
Census Enumerator,08037000701,037,000701,40,13,0,0,1
Census Enumerator,08037000702,037,000702,1128,277,0,0,1
Census Enumerator,08037000703,037,000703,296,223,0,0,1
Census Enumerator,08039961100,039,961100,331,703,0,0,1
Census Enumerator,08039961205,039,961205,49,90,0,0,1
Census Enumerator,08039961207,039,961207,65,153,0,0,1
Census Enumerator,08039961208,039,961208,267,660,0,0,1
Census Enumerator,08039961209,039,961209,6,15,0,0,1
Census Enumerator,08041001101,041,001101,11,24,0,0,1
Census Enumerator,08041003305,041,003305,0,0,0,0,1
Census Enumerator,08041003306,041,003306,0,0,0,0,1
Census Enumerator,08041003400,041,003400,642,802,0,0,1
Census Enumerator,08041003701,041,003701,989,2123,0,0,1
Census Enumerator,08041003705,041,003705,78,1,0,0,1
Census Enumerator,08041003801,041,003801,77,118,0,0,1
Census Enumerator,08041003909,041,003909,163,361,0,0,1
Census Enumerator,08041004008,041,004008,378,1460,0,0,1
Census Enumerator,08041004300,041,004300,15,58,0,0,1
Census Enumerator,08041004401,041,004401,2582,8339,0,0,1
Census Enumerator,08041004402,041,004402,47,5474,0,0,1
Census Enumerator,08041004403,041,004403,303,1464,0,0,1
Census Enumerator,08041004508,041,004508,0,0,0,0,1
Census Enumerator,08041004603,041,004603,0,0,0,0,1
Census Enumerator,08041005104,041,005104,27,95,0,0,1
Census Enumerator,08041006200,041,006200,36,104,0,0,1
Census Enumerator,08041007300,041,007300,43,96,0,0,1
Census Enumerator,08043978100,043,978100,0,0,0,0,1
Census Enumerator,08043978200,043,978200,15,18,0,0,1
Census Enumerator,08043979000,043,979000,753,744,0,0,1
Census Enumerator,08043979400,043,979400,341,832,0,0,1
Census Enumerator,08045951600,045,951600,13,9,0,0,1
Census Enumerator,08045951701,045,951701,0,0,0,0,1
Census Enumerator,08045951802,045,951802,107,261,0,0,1
Census Enumerator,08045951803,045,951803,11,24,0,0,1
Census Enumerator,08045951804,045,951804,30,84,0,0,1
Census Enumerator,08045951901,045,951901,0,0,0,0,1
Census Enumerator,08045951902,045,951902,66,168,0,0,1
Census Enumerator,08045952001,045,952001,11,25,0,0,1
Census Enumerator,08045952002,045,952002,33,40,0,0,1
Census Enumerator,08045952100,045,952100,189,317,0,0,1
Census Enumerator,08047013800,047,013800,1239,1462,0,0,1
Census Enumerator,08049000100,049,000100,1681,2630,0,0,1
Census Enumerator,08049000201,049,000201,5317,4637,0,0,1
Census Enumerator,08049000202,049,000202,7817,6778,0,0,1
Census Enumerator,08051963600,051,963600,916,326,0,0,1
Census Enumerator,08051963700,051,963700,0,0,0,0,1
Census Enumerator,08051963800,051,963800,3110,2901,0,0,1
Census Enumerator,08051963900,051,963900,434,157,0,0,1
Census Enumerator,08053973100,053,973100,1332,843,0,0,1
Census Enumerator,08055960600,055,960600,102,179,0,0,1
Census Enumerator,08055960900,055,960900,1954,1987,0,0,1
Census Enumerator,08057955600,057,955600,1116,1297,0,0,1
Census Enumerator,08059009806,059,009806,0,0,0,0,1
Census Enumerator,08059009808,059,009808,3,5,0,0,1
Census Enumerator,08059009845,059,009845,105,187,0,0,1
Census Enumerator,08059009846,059,009846,17,22,0,0,1
Census Enumerator,08059009849,059,009849,29,35,0,0,1
Census Enumerator,08059009851,059,009851,0,0,0,0,1
Census Enumerator,08059009852,059,009852,0,0,0,0,1
Census Enumerator,08059011720,059,011720,1,0,0,0,1
Census Enumerator,08059011731,059,011731,0,0,0,0,1
Census Enumerator,08059012026,059,012026,444,890,0,0,1
Census Enumerator,08059012027,059,012027,654,1320,0,0,1
Census Enumerator,08059012034,059,012034,0,0,0,0,1
Census Enumerator,08059012036,059,012036,4,1,0,0,1
Census Enumerator,08059012050,059,012050,0,0,0,0,1
Census Enumerator,08059012058,059,012058,342,271,0,0,1
Census Enumerator,08061960100,061,960100,373,613,0,0,1
Census Enumerator,08063962100,063,962100,87,245,0,0,1
Census Enumerator,08063962200,063,962200,162,292,0,0,1
Census Enumerator,08063962300,063,962300,365,590,0,0,1
Census Enumerator,08065961700,065,961700,131,303,0,0,1
Census Enumerator,08065961900,065,961900,472,292,0,0,1
Census Enumerator,08067940300,067,940300,2374,5575,0,0,1
Census Enumerator,08067940400,067,940400,2383,5366,0,0,1
Census Enumerator,08067970600,067,970600,350,451,0,0,1
Census Enumerator,08067970701,067,970701,25,32,0,0,1
Census Enumerator,08067970703,067,970703,26,60,0,0,1
Census Enumerator,08067970704,067,970704,113,28,0,0,1
Census Enumerator,08067970800,067,970800,33,15,0,0,1
Census Enumerator,08067971000,067,971000,14,22,0,0,1
Census Enumerator,08067971100,067,971100,18,21,0,0,1
Census Enumerator,08069001301,069,001301,384,834,0,0,1
Census Enumerator,08069001305,069,001305,0,0,0,0,1
Census Enumerator,08069001307,069,001307,0,0,0,0,1
Census Enumerator,08069001601,069,001601,0,0,0,0,1
Census Enumerator,08069001605,069,001605,0,0,0,0,1
Census Enumerator,08069001706,069,001706,0,0,0,0,1
Census Enumerator,08069001709,069,001709,0,0,0,0,1
Census Enumerator,08069001808,069,001808,20,111,0,0,1
Census Enumerator,08069001903,069,001903,814,920,0,0,1
Census Enumerator,08069002007,069,002007,74,125,0,0,1
Census Enumerator,08069002010,069,002010,22,52,0,0,1
Census Enumerator,08069002011,069,002011,0,0,0,0,1
Census Enumerator,08069002401,069,002401,1882,618,0,0,1
Census Enumerator,08069002402,069,002402,451,162,0,0,1
Census Enumerator,08069002501,069,002501,75,172,0,0,1
